conten_bad,urls,hashtags,mentions,following,locations_bad,actions,is_retweet,Type
0,1,0,0,0,1,0.0,0.0,Quality
0,0,1,0,0,1,13754.0,0.0,Spam
1,1,5,0,0,0,4885.0,1.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,0,1,0,0,0,36160.0,0.0,Spam
0,1,1,0,0,1,2.0,0.0,Quality
1,1,1,0,1,0,600.0,0.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
1,2,1,0,1,2,365.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
1,2,0,0,1,0,1888.0,0.0,Spam
0,0,0,2,0,1,9842.0,0.0,Spam
1,2,0,0,1,0,14352.0,0.0,Spam
1,1,0,0,1,1,268.0,0.0,Spam
1,1,0,0,0,0,50689.0,0.0,Spam
0,0,1,0,0,0,0.0,0.0,Quality
0,1,0,1,0,0,0.0,0.0,Quality
1,1,0,0,1,0,3189.0,1.0,Spam
0,0,1,0,0,1,1030.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,1,2,1,0,1,0.0,0.0,Quality
0,2,0,0,0,0,32.0,0.0,Quality
1,1,0,0,1,1,725.0,0.0,Spam
1,1,1,0,0,1,16656.0,1.0,Spam
1,2,0,0,0,0,48655.0,0.0,Spam
0,0,1,0,0,0,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
0,1,0,0,0,1,0.0,0.0,Quality
0,1,2,1,0,0,0.0,0.0,Quality
0,3,1,0,0,0,0.0,0.0,Quality
0,0,1,0,0,1,4453.0,1.0,Spam
1,2,1,0,0,0,487.0,0.0,Spam
0,1,1,4,0,1,0.0,0.0,Quality
0,1,0,0,0,1,11.0,0.0,Quality
0,0,1,0,0,1,19176.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
1,2,0,0,0,0,17819.0,0.0,Spam
1,1,1,0,0,1,6717.0,0.0,Spam
0,0,0,5,0,0,0.0,0.0,Quality
1,2,1,0,1,1,1613.0,0.0,Spam
0,0,0,28,0,2,11156.0,1.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
1,2,0,0,0,3,1799.0,1.0,Spam
1,2,0,0,1,0,14892.0,0.0,Spam
0,1,0,0,0,2,17.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
1,1,0,0,0,0,27483.0,0.0,Spam
1,2,0,0,0,0,11764.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,0,2939.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
1,1,0,0,1,0,973.0,0.0,Spam
0,1,0,0,0,1,3.0,0.0,Quality
0,0,1,0,0,0,1597.0,1.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,0,1,0,0,1,30236.0,0.0,Spam
1,1,0,0,0,0,1894.0,1.0,Spam
0,2,0,0,0,0,0.0,0.0,Quality
0,1,0,1,0,1,0.0,0.0,Quality
1,2,0,0,0,0,46466.0,0.0,Spam
0,0,0,0,0,0,0.0,1.0,Quality
0,0,1,0,0,0,12616.0,0.0,Spam
0,0,0,3,1,0,5417.0,1.0,Spam
0,1,0,0,0,1,0.0,0.0,Quality
1,1,2,0,0,0,4819.0,1.0,Spam
0,0,1,0,0,0,25495.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
1,1,2,0,0,1,812.0,0.0,Spam
0,0,0,0,0,0,0.0,1.0,Quality
0,1,1,0,0,0,0.0,0.0,Quality
0,2,0,1,0,0,0.0,0.0,Quality
0,0,0,0,0,0,2.0,0.0,Quality
0,1,0,0,0,1,0.0,0.0,Quality
1,2,0,0,0,0,18165.0,0.0,Spam
1,1,1,0,0,1,12545.0,0.0,Spam
0,0,1,0,0,0,21713.0,0.0,Spam
1,3,0,0,0,1,6923.0,0.0,Spam
0,2,2,1,0,1,30.0,0.0,Quality
0,1,0,0,0,0,150.0,0.0,Quality
0,1,0,0,0,1,285.0,0.0,Quality
0,0,0,0,1,0,2430.0,1.0,Spam
0,1,1,0,0,0,0.0,0.0,Quality
0,0,3,0,1,0,5249.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,1,13317.0,0.0,Spam
1,2,0,0,1,1,606.0,0.0,Spam
0,1,0,0,0,1,5.0,0.0,Quality
0,0,1,0,0,1,17931.0,0.0,Spam
0,0,2,0,0,1,16.0,0.0,Quality
1,2,0,0,0,0,755.0,0.0,Spam
0,1,0,2,0,1,0.0,0.0,Quality
0,0,0,0,0,1,12028.0,1.0,Spam
0,1,1,0,0,0,0.0,0.0,Quality
0,1,0,2,0,0,40.0,0.0,Quality
0,1,0,0,0,1,6.0,0.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
0,0,1,0,0,1,0.0,0.0,Quality
1,1,0,2,0,0,5618.0,1.0,Spam
0,0,2,0,0,0,1037.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,2,0,0,0.0,0.0,Quality
0,0,1,0,0,0,16771.0,0.0,Spam
0,0,1,0,0,0,15152.0,0.0,Spam
1,2,0,0,0,1,17911.0,0.0,Spam
1,2,0,0,0,1,701.0,1.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,0,1,0,1,0,7161.0,0.0,Spam
0,0,1,0,0,0,29787.0,0.0,Spam
1,1,0,2,0,0,28431.0,1.0,Spam
0,0,1,0,0,0,12912.0,1.0,Spam
0,0,1,0,1,0,44430.0,0.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,1,1,1,0,0,622.0,0.0,Quality
1,1,0,1,1,1,1923.0,1.0,Spam
1,2,0,0,0,1,10154.0,1.0,Spam
1,1,0,0,0,1,9862.0,0.0,Spam
0,0,5,0,1,0,2694.0,1.0,Spam
0,0,1,0,1,1,18859.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,1,1,3,0,0,0.0,0.0,Quality
0,0,0,0,0,0,216.0,0.0,Quality
0,1,1,0,0,0,0.0,0.0,Quality
1,1,2,0,1,0,6052.0,1.0,Spam
0,1,1,0,0,0,0.0,0.0,Quality
0,0,1,0,0,1,21906.0,0.0,Spam
0,1,0,0,1,1,0.0,0.0,Quality
0,0,1,0,1,1,1270.0,1.0,Spam
0,0,0,1,0,0,0.0,0.0,Quality
1,1,1,0,1,0,2407.0,0.0,Spam
0,2,0,0,0,0,0.0,0.0,Quality
1,1,0,0,1,0,8074.0,0.0,Spam
0,0,0,0,1,0,399.0,1.0,Spam
0,2,2,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,150698.0,1.0,Spam
0,1,1,2,0,1,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
1,1,0,0,0,1,32319.0,0.0,Spam
0,0,1,0,0,1,10876.0,0.0,Spam
0,0,1,0,0,0,18282.0,0.0,Spam
0,0,0,2,0,0,11111.0,0.0,Spam
0,1,1,0,0,1,20.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,1,2,0,0,0,0.0,0.0,Quality
1,1,0,0,0,0,3126.0,1.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
1,1,2,0,0,0,70.0,0.0,Spam
0,1,1,1,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,1.0,Quality
1,3,0,0,0,1,4718.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,0,1,0,3376.0,1.0,Spam
1,2,0,0,1,0,18208.0,0.0,Spam
1,1,0,0,0,0,4525.0,0.0,Spam
0,0,0,11,0,1,0.0,0.0,Quality
0,3,2,0,0,0,81.0,0.0,Quality
1,2,0,0,0,1,28048.0,0.0,Spam
1,1,0,10,0,2,2670.0,1.0,Spam
0,1,1,2,0,0,403.0,0.0,Quality
0,0,0,3,1,0,1233.0,1.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,1,0,0,0,1,2.0,0.0,Quality
1,1,1,0,1,0,239.0,0.0,Spam
1,1,1,0,1,1,3888.0,1.0,Spam
0,0,0,0,0,0,4.0,0.0,Quality
0,1,0,0,0,0,1463.0,0.0,Quality
0,0,1,0,0,1,15813.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,1,0,0,0.0,0.0,Quality
1,1,0,0,1,0,3128.0,0.0,Spam
1,1,0,0,0,1,3081.0,1.0,Spam
0,0,0,0,1,0,1560.0,1.0,Spam
1,1,1,0,1,0,1487.0,1.0,Spam
1,2,5,0,0,0,6693.0,0.0,Spam
0,0,0,0,0,2,5918.0,1.0,Spam
0,0,1,0,0,0,2339.0,1.0,Spam
0,1,0,2,0,0,136.0,0.0,Quality
1,2,2,0,1,0,3501.0,0.0,Spam
1,2,0,0,0,0,8350.0,1.0,Spam
0,1,1,1,0,1,0.0,0.0,Quality
0,0,1,0,1,2,12920.0,0.0,Spam
0,2,0,1,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,300.0,0.0,Quality
1,2,0,0,0,0,20335.0,0.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
1,1,1,0,0,0,38190.0,0.0,Spam
0,0,0,1,0,0,0.0,1.0,Quality
1,1,0,0,1,1,5376.0,1.0,Spam
1,1,0,0,1,1,588.0,0.0,Spam
1,2,0,0,0,0,11780.0,0.0,Spam
0,0,0,0,0,0,12.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
1,2,0,0,1,0,6455.0,1.0,Spam
0,1,0,0,0,0,111.0,0.0,Quality
0,1,1,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,1,1,1,0,0,21.0,0.0,Quality
0,1,0,1,0,0,0.0,0.0,Quality
0,0,0,0,0,0,12.0,0.0,Quality
1,3,0,0,0,0,18896.0,0.0,Spam
1,2,0,0,0,0,21021.0,0.0,Spam
0,1,3,1,0,0,13.0,0.0,Quality
1,1,3,0,1,0,1183.0,0.0,Spam
1,1,1,0,0,0,2167.0,1.0,Spam
0,1,0,0,0,1,0.0,0.0,Quality
0,2,0,0,0,1,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
1,2,0,0,0,0,9505.0,1.0,Spam
1,1,1,0,1,2,1566.0,1.0,Spam
0,2,1,0,0,0,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,1,0,1,1,4044.0,1.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,1,0,0,0,0,571.0,0.0,Quality
0,0,1,0,0,0,23584.0,0.0,Spam
1,2,0,0,0,0,16874.0,0.0,Spam
0,0,1,0,0,1,10099.0,0.0,Spam
1,2,1,0,0,0,1650.0,1.0,Spam
1,2,0,0,0,1,148917.0,1.0,Spam
0,2,2,1,0,1,0.0,0.0,Quality
1,1,5,2,0,1,1032.0,1.0,Spam
0,0,1,1,0,1,0.0,0.0,Quality
0,1,4,0,0,1,0.0,0.0,Quality
0,2,1,0,0,1,157.0,0.0,Quality
0,0,3,0,0,1,0.0,0.0,Quality
1,1,0,0,0,0,30422.0,0.0,Spam
0,1,0,0,0,0,984.0,0.0,Quality
0,0,0,0,1,0,732.0,1.0,Spam
0,0,1,0,0,1,3933.0,1.0,Spam
1,2,1,2,0,1,2044.0,1.0,Spam
0,1,1,0,0,1,52.0,0.0,Quality
1,1,0,0,1,2,537.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
1,1,0,0,0,1,3103.0,0.0,Spam
1,1,3,0,0,0,3185.0,1.0,Spam
1,1,0,0,0,0,3672.0,0.0,Spam
1,1,0,0,1,0,4029.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
1,2,1,5,0,0,7199.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
1,2,0,0,1,0,670.0,1.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,0,2.0,0.0,Quality
0,2,0,0,0,0,126.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,0,1,1,0,2555.0,1.0,Spam
0,0,1,0,0,1,5522.0,0.0,Spam
0,0,0,0,0,0,84.0,0.0,Quality
1,1,1,0,1,1,762.0,0.0,Spam
1,2,0,0,0,1,21026.0,0.0,Spam
0,2,0,0,0,1,0.0,0.0,Quality
1,1,1,0,1,0,11304.0,1.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
1,1,0,0,1,0,15976.0,1.0,Spam
0,1,4,0,0,0,811.0,0.0,Quality
1,2,0,0,1,1,4254.0,1.0,Spam
0,0,0,0,0,0,549.0,0.0,Quality
0,1,0,0,0,1,0.0,0.0,Quality
1,2,0,0,0,1,44294.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,0,26510.0,0.0,Spam
1,1,1,0,1,1,811.0,1.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,1,0,0,0,0,4.0,0.0,Quality
0,1,4,0,0,0,2.0,0.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
1,2,0,0,0,1,11030.0,0.0,Spam
0,0,5,0,0,1,431.0,0.0,Quality
0,0,1,0,0,0,7909.0,0.0,Spam
0,1,0,0,0,0,323.0,0.0,Quality
1,1,0,0,0,1,38017.0,0.0,Spam
1,2,0,0,1,0,535.0,0.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
1,2,0,0,0,1,622.0,0.0,Spam
1,1,0,0,0,1,6401.0,1.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,1,0,0,0.0,1.0,Quality
1,1,0,0,0,1,9426.0,1.0,Spam
0,0,1,0,0,1,0.0,0.0,Quality
0,0,0,0,0,0,0.0,1.0,Quality
0,2,1,0,0,1,0.0,0.0,Quality
0,2,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,2.0,0.0,Quality
0,0,1,0,0,0,1930.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,1,0,1,0,0,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,1,1,0,0,1,4.0,0.0,Quality
1,3,0,0,0,1,4852.0,0.0,Spam
0,0,1,0,0,0,22593.0,0.0,Spam
0,0,0,1,0,1,140.0,0.0,Spam
1,1,1,0,0,0,4985.0,1.0,Spam
0,2,3,1,0,0,0.0,0.0,Quality
0,1,8,1,0,1,4.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
1,1,0,0,0,1,2453.0,1.0,Spam
1,1,0,0,1,0,3287.0,0.0,Spam
0,0,1,0,0,0,14076.0,0.0,Spam
0,1,1,0,0,0,131.0,0.0,Quality
0,1,0,0,0,0,0.0,1.0,Quality
1,1,1,0,0,0,5264.0,0.0,Spam
0,1,0,0,0,0,400.0,0.0,Quality
0,2,1,0,0,1,0.0,0.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
1,1,0,0,0,0,2235.0,1.0,Spam
0,1,1,1,1,0,16.0,0.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
1,2,0,0,0,0,49074.0,0.0,Spam
0,0,1,0,0,0,4406.0,0.0,Spam
1,1,0,1,1,0,966.0,1.0,Spam
0,2,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,1.0,Quality
0,0,1,0,0,0,10146.0,1.0,Spam
0,2,0,0,0,1,0.0,0.0,Quality
0,1,1,0,0,0,0.0,0.0,Quality
1,1,0,0,1,0,1164.0,1.0,Spam
0,0,1,0,0,0,3627.0,0.0,Spam
0,0,1,0,1,0,19285.0,1.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,1,1,1,0,1,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
1,1,1,0,0,0,37244.0,0.0,Spam
0,1,1,2,0,0,2.0,0.0,Quality
0,0,1,0,0,0,13417.0,0.0,Spam
0,0,1,0,1,1,10311.0,0.0,Spam
0,0,1,0,0,0,16570.0,0.0,Spam
0,0,1,0,0,1,13893.0,0.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,1,0,1,0,0,0.0,0.0,Quality
0,0,0,1,0,1,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,0,11863.0,0.0,Spam
1,2,0,1,0,1,5653.0,1.0,Spam
0,0,2,0,0,0,728.0,0.0,Spam
0,0,1,0,0,1,23593.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,1,0,0,0,1,0.0,0.0,Quality
1,1,3,0,1,0,374.0,0.0,Spam
0,0,2,0,1,1,37111.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,0,2,0,0,0,2106.0,0.0,Spam
1,2,2,0,0,2,4941.0,1.0,Spam
1,1,0,0,1,1,358.0,1.0,Spam
1,1,0,0,0,1,4277.0,1.0,Spam
1,1,1,0,0,1,23643.0,1.0,Spam
1,2,0,0,0,1,28621.0,1.0,Spam
1,1,0,0,1,1,3860.0,1.0,Spam
0,1,0,1,0,0,0.0,0.0,Quality
0,0,2,0,1,0,4789.0,0.0,Spam
1,1,0,0,0,0,7874.0,1.0,Spam
1,1,1,0,0,1,4327.0,1.0,Spam
0,0,0,0,0,0,4.0,0.0,Quality
0,1,0,0,0,1,0.0,0.0,Quality
1,1,1,0,0,0,6236.0,1.0,Spam
0,1,1,0,0,0,0.0,0.0,Quality
1,1,1,0,1,1,471.0,0.0,Spam
0,0,0,0,0,0,1859.0,1.0,Spam
1,2,0,0,0,0,881.0,1.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,1,0,1,0,0,0.0,0.0,Quality
